Date,IM,Shift,Status
2026-07-02,IM15,2,SD
2026-07-02,IM16,3,SD
2026-07-02,IM16,1,SD
2026-07-02,IM16,2,SD
2026-07-02,IM17,3,SD
2026-07-02,IM17,1,SD
2026-07-02,IM17,2,SD
2026-07-02,IM18,3,SD
2026-07-02,IM18,1,SD
2026-07-02,IM18,2,SD
2026-07-02,IM19,3,SD
2026-07-02,IM19,1,SD
2026-07-02,IM19,2,SD
2026-07-02,IM2,3,SD
2026-07-02,IM2,1,SD
2026-07-02,IM2,2,SD
2026-07-02,IM3,3,SD
2026-07-02,IM3,1,SD
2026-07-02,IM3,2,SD
2026-07-02,IM4,3,SD
2026-07-02,IM4,1,SD
2026-07-02,IM4,2,SD
2026-07-02,IM5,3,SD
2026-07-02,IM5,1,SD
2026-07-02,IM5,2,SD
2026-07-02,IM6,3,SD
2026-07-02,IM6,1,SD
2026-07-02,IM6,2,SD
2026-07-02,IM7,3,SD
2026-07-02,IM7,1,SD
2026-07-02,IM7,2,SD
2026-07-02,IM8,3,SD
2026-07-02,IM8,1,SD
2026-07-02,IM8,2,SD
2026-07-02,IM9,3,SD
2026-07-02,IM9,1,SD
2026-07-02,IM9,2,SD
2026-07-03,IM1,3,SD
2026-07-03,IM1,1,SD
2026-07-03,IM1,2,SD
2026-07-03,IM10,3,SD
2026-07-03,IM10,1,SD
2026-07-03,IM10,2,SD
2026-07-03,IM11,3,SD
2026-07-03,IM11,1,SD
2026-07-03,IM11,2,SD
2026-07-03,IM12,3,SD
2026-07-03,IM12,1,SD
2026-07-03,IM12,2,SD
2026-07-03,IM14,3,SD
2026-07-03,IM14,1,SD
2026-07-03,IM14,2,SD
2026-07-03,IM15,3,SD
2026-07-03,IM15,1,SD
2026-07-03,IM15,2,SD
2026-07-03,IM16,3,SD
2026-07-03,IM16,1,SD
2026-07-03,IM16,2,SD
2026-07-03,IM17,3,SD
2026-07-03,IM17,1,SD
2026-07-03,IM17,2,SD
2026-07-03,IM18,3,SD
2026-07-03,IM18,1,SD
2026-07-03,IM18,2,SD
2026-07-03,IM19,3,SD
2026-07-03,IM19,1,SD
2026-07-03,IM19,2,SD
2026-07-03,IM2,3,SD
2026-07-03,IM2,1,SD
2026-07-03,IM2,2,SD
2026-07-03,IM3,3,SD
2026-07-03,IM3,1,SD
2026-07-03,IM3,2,SD
2026-07-03,IM4,3,SD
2026-07-03,IM4,1,SD
2026-07-03,IM4,2,SD
2026-07-03,IM5,3,SD
2026-07-03,IM5,1,SD
2026-07-03,IM5,2,SD
2026-07-03,IM6,3,SD
2026-07-03,IM6,1,SD
2026-07-03,IM6,2,SD
2026-07-03,IM7,3,SD
2026-07-03,IM7,1,SD
2026-07-03,IM7,2,SD
2026-07-03,IM8,3,SD
2026-07-03,IM8,1,SD
2026-07-03,IM8,2,SD
2026-07-03,IM9,3,SD
2026-07-03,IM9,1,SD
2026-07-03,IM9,2,SD
2026-07-04,IM1,3,SD
2026-07-04,IM1,1,SD
2026-07-04,IM1,2,SD
2026-07-04,IM10,3,SD
2026-07-04,IM10,1,SD
2026-07-04,IM10,2,SD
2026-07-04,IM11,3,SD
2026-07-04,IM11,1,SD
2026-07-04,IM11,2,SD
2026-07-04,IM12,3,SD
2026-07-04,IM12,1,SD
2026-07-04,IM12,2,SD
2026-07-04,IM14,3,SD
2026-07-04,IM14,1,SD
2026-07-04,IM14,2,SD
2026-07-04,IM15,3,SD
2026-07-04,IM15,1,SD
2026-07-04,IM15,2,SD
2026-07-04,IM16,3,SD
2026-07-04,IM16,1,SD
2026-07-04,IM16,2,SD
2026-07-04,IM17,3,SD
2026-07-04,IM17,1,SD
2026-07-04,IM17,2,SD
2026-07-04,IM18,3,SD
2026-07-04,IM18,1,SD
2026-07-04,IM18,2,SD
2026-07-04,IM19,3,SD
2026-07-04,IM19,1,SD
2026-07-04,IM19,2,SD
2026-07-04,IM2,3,SD
2026-07-04,IM2,1,SD
2026-07-04,IM2,2,SD
2026-07-04,IM3,3,SD
2026-07-04,IM3,1,SD
2026-07-04,IM3,2,SD
2026-07-04,IM4,3,SD
2026-07-04,IM4,1,SD
2026-07-04,IM4,2,SD
2026-07-04,IM5,3,SD
2026-07-04,IM5,1,SD
2026-07-04,IM5,2,SD
2026-07-04,IM6,3,SD
2026-07-04,IM6,1,SD
2026-07-04,IM6,2,SD
2026-07-04,IM7,3,SD
2026-07-04,IM7,1,SD
2026-07-04,IM7,2,SD
2026-07-04,IM8,3,SD
2026-07-04,IM8,1,SD
2026-07-04,IM8,2,SD
2026-07-04,IM9,3,SD
2026-07-04,IM9,1,SD
2026-07-04,IM9,2,SD
2026-07-05,IM1,3,SD
2026-07-05,IM1,1,SD
2026-07-05,IM1,2,SD
2026-07-05,IM10,3,SD
2026-07-05,IM10,1,SD
2026-07-05,IM10,2,SD
2026-07-05,IM11,3,SD
2026-07-05,IM11,1,SD
2026-07-05,IM11,2,SD
2026-07-05,IM12,3,SD
2026-07-05,IM12,1,SD
2026-07-05,IM12,2,SD
2026-07-05,IM14,3,SD
2026-07-05,IM14,1,SD
2026-07-05,IM14,2,SD
2026-07-05,IM15,3,SD
2026-07-05,IM15,1,SD
2026-07-05,IM15,2,SD
2026-07-05,IM16,3,SD
2026-07-05,IM16,1,SD
2026-07-05,IM16,2,SD
2026-07-05,IM17,3,SD
2026-07-05,IM17,1,SD
2026-07-05,IM17,2,SD
2026-07-05,IM18,3,SD
2026-07-05,IM18,1,SD
2026-07-05,IM18,2,SD
2026-07-05,IM19,3,SD
2026-07-05,IM19,1,SD
2026-07-05,IM19,2,SD
2026-07-05,IM2,3,SD
2026-07-05,IM2,1,SD
2026-07-05,IM2,2,SD
2026-07-05,IM3,3,SD
2026-07-05,IM3,1,SD
2026-07-05,IM3,2,SD
2026-07-05,IM4,3,SD
2026-07-05,IM4,1,SD
2026-07-05,IM4,2,SD
2026-07-05,IM5,3,SD
2026-07-05,IM5,1,SD
2026-07-05,IM5,2,SD
2026-07-05,IM6,3,SD
2026-07-05,IM6,1,SD
2026-07-05,IM6,2,SD
2026-07-05,IM7,3,SD
2026-07-05,IM7,1,SD
2026-07-05,IM7,2,SD
2026-07-05,IM8,3,SD
2026-07-05,IM8,1,SD
2026-07-05,IM8,2,SD
2026-07-05,IM9,3,SD
2026-07-05,IM9,1,SD
2026-07-05,IM9,2,SD
2026-07-06,IM1,3,SD
2026-07-06,IM1,1,SD
2026-07-06,IM1,2,SD
2026-07-06,IM10,3,ON
2026-07-06,IM10,1,ON
2026-07-06,IM10,2,ON
2026-07-06,IM11,3,ON
2026-07-06,IM11,1,ON
2026-07-06,IM11,2,ON
2026-07-06,IM12,3,ON
2026-07-06,IM12,1,ON
2026-07-06,IM12,2,SD
2026-07-06,IM14,3,SD
2026-07-06,IM14,1,SD
2026-07-06,IM14,2,SD
2026-07-06,IM15,3,SD
2026-07-06,IM15,1,ON
2026-07-06,IM15,2,ON
2026-07-06,IM16,3,ON
2026-07-06,IM16,1,ON
2026-07-06,IM16,2,ON
2026-07-06,IM17,3,SD
2026-07-06,IM17,1,SD
2026-07-06,IM17,2,SD
2026-07-06,IM18,3,SD
2026-07-06,IM18,1,SD
2026-07-06,IM18,2,SD
2026-07-06,IM19,3,ON
2026-07-06,IM19,1,ON
2026-07-06,IM19,2,ON
2026-07-06,IM2,3,SD
2026-07-06,IM2,1,ON
2026-07-06,IM2,2,ON
2026-07-06,IM3,3,ON
2026-07-06,IM3,1,ON
2026-07-06,IM3,2,ON
2026-07-06,IM4,3,SD
2026-07-06,IM4,1,SD
2026-07-06,IM4,2,SD
2026-07-06,IM5,3,SD
2026-07-06,IM5,1,SD
2026-07-06,IM5,2,SD
2026-07-06,IM6,3,ON
2026-07-06,IM6,1,ON
2026-07-06,IM6,2,ON
2026-07-06,IM7,3,ON
2026-07-06,IM7,1,ON
2026-07-06,IM7,2,ON
2026-07-06,IM8,3,ON
2026-07-06,IM8,1,ON
2026-07-06,IM8,2,ON
2026-07-06,IM9,3,SD
2026-07-06,IM9,1,ON
2026-07-06,IM9,2,ON
2026-07-07,IM1,3,ON
2026-07-07,IM1,1,ON
2026-07-07,IM1,2,ON
2026-07-07,IM10,3,SD
2026-07-07,IM10,1,ON
2026-07-07,IM10,2,ON
2026-07-07,IM11,3,ON
2026-07-07,IM11,1,ON
2026-07-07,IM11,2,ON
2026-07-07,IM12,3,ON
2026-07-07,IM12,1,ON
2026-07-07,IM12,2,ON
2026-07-07,IM14,3,ON
2026-07-07,IM14,1,ON
2026-07-07,IM14,2,ON
2026-07-07,IM15,3,ON
2026-07-07,IM15,1,ON
2026-07-07,IM15,2,ON
2026-07-07,IM16,3,ON
2026-07-07,IM16,1,ON
2026-07-07,IM16,2,ON
2026-07-07,IM17,3,SD
2026-07-07,IM17,1,SD
2026-07-07,IM17,2,SD
2026-07-07,IM18,3,SD
2026-07-07,IM18,1,SD
2026-07-07,IM18,2,SD
2026-07-07,IM19,3,ON
2026-07-07,IM19,1,ON
2026-07-07,IM19,2,ON
2026-07-07,IM2,3,ON
2026-07-07,IM2,1,ON
2026-07-07,IM2,2,ON
2026-07-07,IM3,3,ON
2026-07-07,IM3,1,ON
2026-07-07,IM3,2,ON
2026-07-07,IM4,3,ON
2026-07-07,IM4,1,ON
2026-07-07,IM4,2,ON
2026-07-07,IM5,3,SD
2026-07-07,IM5,1,SD
2026-07-07,IM5,2,SD
2026-07-07,IM6,3,SD
2026-07-07,IM6,1,ON
2026-07-07,IM6,2,ON
2026-07-07,IM7,3,ON
2026-07-07,IM7,1,ON
2026-07-07,IM7,2,ON
2026-07-07,IM8,3,ON
2026-07-07,IM8,1,ON
2026-07-07,IM8,2,ON
2026-07-07,IM9,3,ON
2026-07-07,IM9,1,ON
2026-07-07,IM9,2,ON
2026-07-08,IM1,3,SD
2026-07-08,IM1,1,SD
2026-07-08,IM1,2,SD
2026-07-08,IM10,3,SD
2026-07-08,IM10,1,ON
2026-07-08,IM10,2,ON
2026-07-08,IM11,3,ON
2026-07-08,IM11,1,ON
2026-07-08,IM11,2,ON
2026-07-08,IM12,3,SD
2026-07-08,IM12,1,ON
2026-07-08,IM12,2,ON
2026-07-08,IM14,3,ON
2026-07-08,IM14,1,ON
2026-07-08,IM14,2,ON
2026-07-08,IM15,3,ON
2026-07-08,IM15,1,ON
2026-07-08,IM15,2,ON
2026-07-08,IM16,3,ON
2026-07-08,IM16,1,ON
2026-07-08,IM16,2,ON
2026-07-08,IM17,3,SD
2026-07-08,IM17,1,SD
2026-07-08,IM17,2,SD
2026-07-08,IM18,3,SD
2026-07-08,IM18,1,SD
2026-07-08,IM18,2,SD
2026-07-08,IM19,3,ON
2026-07-08,IM19,1,ON
2026-07-08,IM19,2,ON
2026-07-08,IM2,3,ON
2026-07-08,IM2,1,ON
2026-07-08,IM2,2,ON
2026-07-08,IM3,3,ON
2026-07-08,IM3,1,ON
2026-07-08,IM3,2,ON
2026-07-08,IM4,3,ON
2026-07-08,IM4,1,ON
2026-07-08,IM4,2,ON
2026-07-08,IM5,3,SD
2026-07-08,IM5,1,SD
2026-07-08,IM5,2,SD
2026-07-08,IM6,3,ON
2026-07-08,IM6,1,ON
2026-07-08,IM6,2,ON
2026-07-08,IM7,3,ON
2026-07-08,IM7,1,ON
2026-07-08,IM7,2,ON
2026-07-08,IM8,3,ON
2026-07-08,IM8,1,SD
2026-07-08,IM8,2,SD
2026-07-08,IM9,3,SD
2026-07-08,IM9,1,ON
2026-07-08,IM9,2,ON
2026-07-09,IM1,3,ON
2026-07-09,IM1,1,ON
2026-07-09,IM1,2,ON
2026-07-09,IM10,3,ON
2026-07-09,IM10,1,ON
2026-07-09,IM10,2,ON
2026-07-09,IM11,3,SD
2026-07-09,IM11,1,SD
2026-07-09,IM11,2,SD
2026-07-09,IM12,3,ON
2026-07-09,IM12,1,ON
2026-07-09,IM12,2,ON
2026-07-09,IM14,3,SD
2026-07-09,IM14,1,SD
2026-07-09,IM14,2,SD
2026-07-09,IM15,3,SD
2026-07-09,IM15,1,ON
2026-07-09,IM15,2,ON
2026-07-09,IM16,3,ON
2026-07-09,IM16,1,ON
2026-07-09,IM16,2,ON
2026-07-09,IM17,3,SD
2026-07-09,IM17,1,SD
2026-07-09,IM17,2,SD
2026-07-09,IM18,3,SD
2026-07-09,IM18,1,SD
2026-07-09,IM18,2,SD
2026-07-09,IM19,3,ON
2026-07-09,IM19,1,ON
2026-07-09,IM19,2,ON
2026-07-09,IM2,3,ON
2026-07-09,IM2,1,ON
2026-07-09,IM2,2,ON
2026-07-09,IM3,3,SD
2026-07-09,IM3,1,SD
2026-07-09,IM3,2,SD
2026-07-09,IM4,3,ON
2026-07-09,IM4,1,SD
2026-07-09,IM4,2,SD
2026-07-09,IM5,3,SD
2026-07-09,IM5,1,SD
2026-07-09,IM5,2,SD
2026-07-09,IM6,3,SD
2026-07-09,IM6,1,SD
2026-07-09,IM6,2,SD
2026-07-09,IM7,3,ON
2026-07-09,IM7,1,ON
2026-07-09,IM7,2,ON
2026-07-09,IM8,3,SD
2026-07-09,IM8,1,ON
2026-07-09,IM8,2,ON
2026-07-09,IM9,3,SD
2026-07-09,IM9,1,ON
2026-07-09,IM9,2,ON
2026-07-10,IM1,3,ON
2026-07-10,IM1,1,ON
2026-07-10,IM1,2,ON
2026-07-10,IM10,3,ON
2026-07-10,IM10,1,ON
2026-07-10,IM10,2,ON
2026-07-10,IM11,3,ON
2026-07-10,IM11,1,ON
2026-07-10,IM11,2,ON
2026-07-10,IM12,3,ON
2026-07-10,IM12,1,ON
2026-07-10,IM12,2,ON
2026-07-10,IM14,3,SD
2026-07-10,IM14,1,SD
2026-07-10,IM14,2,SD
2026-07-10,IM15,3,ON
2026-07-10,IM15,1,ON
2026-07-10,IM15,2,ON
2026-07-10,IM16,3,ON
2026-07-10,IM16,1,ON
2026-07-10,IM16,2,ON
2026-07-10,IM17,3,SD
2026-07-10,IM17,1,SD
2026-07-10,IM17,2,SD
2026-07-10,IM18,3,SD
2026-07-10,IM18,1,SD
2026-07-10,IM18,2,SD
2026-07-10,IM19,3,ON
2026-07-10,IM19,1,ON
2026-07-10,IM19,2,ON
2026-07-10,IM2,3,ON
2026-07-10,IM2,1,ON
2026-07-10,IM2,2,ON
2026-07-10,IM3,3,ON
2026-07-10,IM3,1,ON
2026-07-10,IM3,2,ON
2026-07-10,IM4,3,SD
2026-07-10,IM4,1,ON
2026-07-10,IM4,2,ON
2026-07-10,IM5,3,SD
2026-07-10,IM5,1,SD
2026-07-10,IM5,2,SD
2026-07-10,IM6,3,SD
2026-07-10,IM6,1,SD
2026-07-10,IM6,2,SD
2026-07-10,IM7,3,ON
2026-07-10,IM7,1,ON
2026-07-10,IM7,2,ON
2026-07-10,IM8,3,ON
2026-07-10,IM8,1,ON
2026-07-10,IM8,2,ON
2026-07-10,IM9,3,ON
2026-07-10,IM9,1,ON
2026-07-10,IM9,2,ON
2026-07-11,IM1,3,SD
2026-07-11,IM1,1,SD
2026-07-11,IM1,2,SD
2026-07-11,IM10,3,SD
2026-07-11,IM10,1,SD
2026-07-11,IM10,2,SD
2026-07-11,IM11,3,SD
2026-07-11,IM11,1,SD
2026-07-11,IM11,2,SD
2026-07-11,IM12,3,SD
2026-07-11,IM12,1,SD
2026-07-11,IM12,2,SD
2026-07-11,IM14,3,SD
2026-07-11,IM14,1,SD
2026-07-11,IM14,2,SD
2026-07-11,IM15,3,SD
2026-07-11,IM15,1,SD
2026-07-11,IM15,2,SD
2026-07-11,IM16,3,SD
2026-07-11,IM16,1,SD
2026-07-11,IM16,2,SD
2026-07-11,IM17,3,SD
2026-07-11,IM17,1,SD
2026-07-11,IM17,2,SD
2026-07-11,IM18,3,SD
2026-07-11,IM18,1,SD
2026-07-11,IM18,2,SD
2026-07-11,IM19,3,SD
2026-07-11,IM19,1,SD
2026-07-11,IM19,2,SD
2026-07-11,IM2,3,SD
2026-07-11,IM2,1,SD
2026-07-11,IM2,2,SD
2026-07-11,IM3,3,SD
2026-07-11,IM3,1,SD
2026-07-11,IM3,2,SD
2026-07-11,IM4,3,SD
2026-07-11,IM4,1,SD
2026-07-11,IM4,2,SD
2026-07-11,IM5,3,SD
2026-07-11,IM5,1,SD
2026-07-11,IM5,2,SD
2026-07-11,IM6,3,SD
2026-07-11,IM6,1,SD
2026-07-11,IM6,2,SD
2026-07-11,IM7,3,SD
2026-07-11,IM7,1,SD
2026-07-11,IM7,2,SD
2026-07-11,IM8,3,SD
2026-07-11,IM8,1,SD
2026-07-11,IM8,2,SD
2026-07-11,IM9,3,SD
2026-07-11,IM9,1,SD
2026-07-11,IM9,2,SD
2026-07-12,IM1,3,SD
2026-07-12,IM1,1,SD
2026-07-12,IM1,2,SD
2026-07-12,IM10,3,SD
2026-07-12,IM10,1,SD
2026-07-12,IM10,2,SD
2026-07-12,IM11,3,SD
2026-07-12,IM11,1,SD
2026-07-12,IM11,2,SD
2026-07-12,IM12,3,SD
2026-07-12,IM12,1,SD
2026-07-12,IM12,2,SD
2026-07-12,IM14,3,SD
2026-07-12,IM14,1,SD
2026-07-12,IM14,2,SD
2026-07-12,IM15,3,SD
2026-07-12,IM15,1,SD
2026-07-12,IM15,2,SD
2026-07-12,IM16,3,SD
2026-07-12,IM16,1,SD
2026-07-12,IM16,2,SD
2026-07-12,IM17,3,SD
2026-07-12,IM17,1,SD
2026-07-12,IM17,2,SD
2026-07-12,IM18,3,SD
2026-07-12,IM18,1,SD
2026-07-12,IM18,2,SD
2026-07-12,IM19,3,SD
2026-07-12,IM19,1,SD
2026-07-12,IM19,2,SD
2026-07-12,IM2,3,SD
2026-07-12,IM2,1,SD
2026-07-12,IM2,2,SD
2026-07-12,IM3,3,SD
2026-07-12,IM3,1,SD
2026-07-12,IM3,2,SD
2026-07-12,IM4,3,SD
2026-07-12,IM4,1,SD
2026-07-12,IM4,2,SD
2026-07-12,IM5,3,SD
2026-07-12,IM5,1,SD
2026-07-12,IM5,2,SD
2026-07-12,IM6,3,SD
2026-07-12,IM6,1,SD
2026-07-12,IM6,2,SD
2026-07-12,IM7,3,SD
2026-07-12,IM7,1,SD
2026-07-12,IM7,2,SD
2026-07-12,IM8,3,SD
2026-07-12,IM8,1,SD
2026-07-12,IM8,2,SD
2026-07-12,IM9,3,SD
2026-07-12,IM9,1,SD
2026-07-12,IM9,2,SD
2026-07-13,IM1,3,ON
2026-07-13,IM1,1,ON
2026-07-13,IM1,2,ON
2026-07-13,IM10,3,SD
2026-07-13,IM10,1,SD
2026-07-13,IM10,2,SD
2026-07-13,IM11,3,SD
2026-07-13,IM11,1,SD
2026-07-13,IM11,2,SD
2026-07-13,IM12,3,ON
2026-07-13,IM12,1,ON
2026-07-13,IM12,2,ON
2026-07-13,IM14,3,ON
2026-07-13,IM14,1,ON
2026-07-13,IM14,2,ON
2026-07-13,IM15,3,SD
2026-07-13,IM15,1,SD
2026-07-13,IM15,2,SD
2026-07-13,IM16,3,SD
2026-07-13,IM16,1,ON
2026-07-13,IM16,2,ON
2026-07-13,IM17,3,SD
2026-07-13,IM17,1,SD
2026-07-13,IM17,2,SD
2026-07-13,IM18,3,SD
2026-07-13,IM18,1,SD
2026-07-13,IM18,2,SD
2026-07-13,IM19,3,ON
2026-07-13,IM19,1,ON
2026-07-13,IM19,2,ON
2026-07-13,IM2,3,ON
2026-07-13,IM2,1,ON
2026-07-13,IM2,2,ON
2026-07-13,IM3,3,ON
2026-07-13,IM3,1,ON
2026-07-13,IM3,2,ON
2026-07-13,IM4,3,SD
2026-07-13,IM4,1,ON
2026-07-13,IM4,2,ON
2026-07-13,IM5,3,SD
2026-07-13,IM5,1,SD
2026-07-13,IM5,2,SD
2026-07-13,IM6,3,SD
2026-07-13,IM6,1,SD
2026-07-13,IM6,2,SD
2026-07-13,IM7,3,SD
2026-07-13,IM7,1,SD
2026-07-13,IM7,2,SD
2026-07-13,IM8,3,SD
2026-07-13,IM8,1,ON
2026-07-13,IM8,2,ON
2026-07-13,IM9,3,SD
2026-07-13,IM9,1,ON
2026-07-13,IM9,2,ON
2026-07-14,IM1,3,SD
2026-07-14,IM1,1,SD
2026-07-14,IM1,2,SD
2026-07-14,IM10,3,ON
2026-07-14,IM10,1,ON
2026-07-14,IM10,2,ON
2026-07-14,IM11,3,ON
2026-07-14,IM11,1,ON
2026-07-14,IM11,2,ON
2026-07-14,IM12,3,SD
2026-07-14,IM12,1,SD
2026-07-14,IM12,2,SD
2026-07-14,IM14,3,ON
2026-07-14,IM14,1,ON
2026-07-14,IM14,2,ON
2026-07-14,IM15,3,ON
2026-07-14,IM15,1,ON
2026-07-14,IM15,2,ON
2026-07-14,IM16,3,ON
2026-07-14,IM16,1,ON
2026-07-14,IM16,2,ON
2026-07-14,IM17,3,SD
2026-07-14,IM17,1,SD
2026-07-14,IM17,2,SD
2026-07-14,IM18,3,SD
2026-07-14,IM18,1,SD
2026-07-14,IM18,2,SD
2026-07-14,IM19,3,ON
2026-07-14,IM19,1,ON
2026-07-14,IM19,2,ON
2026-07-14,IM2,3,ON
2026-07-14,IM2,1,ON
2026-07-14,IM2,2,ON
2026-07-14,IM3,3,SD
2026-07-14,IM3,1,ON
2026-07-14,IM3,2,ON
2026-07-14,IM4,3,ON
2026-07-14,IM4,1,ON
2026-07-14,IM4,2,ON
2026-07-14,IM5,3,SD
2026-07-14,IM5,1,SD
2026-07-14,IM5,2,SD
2026-07-14,IM6,3,SD
2026-07-14,IM6,1,SD
2026-07-14,IM6,2,SD
2026-07-14,IM7,3,ON
2026-07-14,IM7,1,ON
2026-07-14,IM7,2,ON
2026-07-14,IM8,3,ON
2026-07-14,IM8,1,ON
2026-07-14,IM8,2,ON
2026-07-14,IM9,3,ON
2026-07-14,IM9,1,ON
2026-07-14,IM9,2,ON
2026-07-15,IM1,3,SD
2026-07-15,IM1,1,SD
2026-07-15,IM1,2,SD
2026-07-15,IM10,3,ON
2026-07-15,IM10,1,ON
2026-07-15,IM10,2,ON
2026-07-15,IM11,3,ON
2026-07-15,IM11,1,ON
2026-07-15,IM11,2,ON
2026-07-15,IM12,3,ON
2026-07-15,IM12,1,ON
2026-07-15,IM12,2,SD
2026-07-15,IM14,3,ON
2026-07-15,IM14,1,ON
2026-07-15,IM14,2,ON
2026-07-15,IM15,3,ON
2026-07-15,IM15,1,ON
2026-07-15,IM15,2,ON
2026-07-15,IM16,3,ON
2026-07-15,IM16,1,ON
2026-07-15,IM16,2,ON
2026-07-15,IM17,3,SD
2026-07-15,IM17,1,SD
2026-07-15,IM17,2,SD
2026-07-15,IM18,3,SD
2026-07-15,IM18,1,SD
2026-07-15,IM18,2,SD
2026-07-15,IM19,3,ON
2026-07-15,IM19,1,SD
2026-07-15,IM19,2,SD
2026-07-15,IM2,3,SD
2026-07-15,IM2,1,SD
2026-07-15,IM2,2,SD
2026-07-15,IM3,3,ON
2026-07-15,IM3,1,ON
2026-07-15,IM3,2,ON
2026-07-15,IM4,3,ON
2026-07-15,IM4,1,ON
2026-07-15,IM4,2,ON
2026-07-15,IM5,3,SD
2026-07-15,IM5,1,SD
2026-07-15,IM5,2,SD
2026-07-15,IM6,3,SD
2026-07-15,IM6,1,SD
2026-07-15,IM6,2,SD
2026-07-15,IM7,3,ON
2026-07-15,IM7,1,SD
2026-07-15,IM7,2,SD
2026-07-15,IM8,3,ON
2026-07-15,IM8,1,SD
2026-07-15,IM8,2,SD
2026-07-15,IM9,3,ON
2026-07-15,IM9,1,ON
2026-07-15,IM9,2,ON
2026-07-16,IM1,3,ON
2026-07-16,IM1,1,ON
2026-07-16,IM1,2,ON
2026-07-16,IM10,3,ON
2026-07-16,IM10,1,SD
2026-07-16,IM10,2,SD
2026-07-16,IM11,3,ON
2026-07-16,IM11,1,ON
2026-07-16,IM11,2,ON
2026-07-16,IM12,3,SD
2026-07-16,IM12,1,SD
2026-07-16,IM12,2,SD
2026-07-16,IM14,3,ON
2026-07-16,IM14,1,ON
2026-07-16,IM14,2,ON
2026-07-16,IM15,3,ON
2026-07-16,IM15,1,ON
2026-07-16,IM15,2,ON
2026-07-16,IM16,3,ON
2026-07-16,IM16,1,ON
2026-07-16,IM16,2,SD
2026-07-16,IM17,3,SD
2026-07-16,IM17,1,SD
2026-07-16,IM17,2,SD
2026-07-16,IM18,3,SD
2026-07-16,IM18,1,SD
2026-07-16,IM18,2,SD
2026-07-16,IM19,3,SD
2026-07-16,IM19,1,SD
2026-07-16,IM19,2,SD
2026-07-16,IM2,3,SD
2026-07-16,IM2,1,SD
2026-07-16,IM2,2,SD
2026-07-16,IM3,3,SD
2026-07-16,IM3,1,ON
2026-07-16,IM3,2,ON
2026-07-16,IM4,3,ON
2026-07-16,IM4,1,ON
2026-07-16,IM4,2,ON
2026-07-16,IM5,3,ON
2026-07-16,IM5,1,ON
2026-07-16,IM5,2,ON
2026-07-16,IM6,3,SD
2026-07-16,IM6,1,ON
2026-07-16,IM6,2,ON
2026-07-16,IM7,3,ON
2026-07-16,IM7,1,ON
2026-07-16,IM7,2,ON
2026-07-16,IM8,3,ON
2026-07-16,IM8,1,ON
2026-07-16,IM8,2,ON
2026-07-16,IM9,3,ON
2026-07-16,IM9,1,ON
2026-07-16,IM9,2,ON
2026-07-17,IM1,3,ON
2026-07-17,IM1,1,SD
2026-07-17,IM1,2,SD
2026-07-17,IM10,3,ON
2026-07-17,IM10,1,ON
2026-07-17,IM10,2,ON
2026-07-17,IM11,3,ON
2026-07-17,IM11,1,ON
2026-07-17,IM11,2,ON
2026-07-17,IM12,3,SD
2026-07-17,IM12,1,SD
2026-07-17,IM12,2,SD
2026-07-17,IM14,3,SD
2026-07-17,IM14,1,ON
2026-07-17,IM14,2,ON
2026-07-17,IM15,3,ON
2026-07-17,IM15,1,ON
2026-07-17,IM15,2,ON
2026-07-17,IM16,3,SD
2026-07-17,IM16,1,SD
2026-07-17,IM16,2,SD
2026-07-17,IM17,3,SD
2026-07-17,IM17,1,SD
2026-07-17,IM17,2,SD
2026-07-17,IM18,3,SD
2026-07-17,IM18,1,SD
2026-07-17,IM18,2,SD
2026-07-17,IM19,3,SD
2026-07-17,IM19,1,SD
2026-07-17,IM19,2,SD
2026-07-17,IM2,3,ON
2026-07-17,IM2,1,ON
2026-07-17,IM2,2,ON
2026-07-17,IM3,3,ON
2026-07-17,IM3,1,ON
2026-07-17,IM3,2,ON
2026-07-17,IM4,3,ON
2026-07-17,IM4,1,ON
2026-07-17,IM4,2,ON
2026-07-17,IM5,3,ON
2026-07-17,IM5,1,ON
2026-07-17,IM5,2,ON
2026-07-17,IM6,3,ON
2026-07-17,IM6,1,ON
2026-07-17,IM6,2,ON
2026-07-17,IM7,3,SD
2026-07-17,IM7,1,SD
2026-07-17,IM7,2,SD
2026-07-17,IM8,3,SD
2026-07-17,IM8,1,SD
2026-07-17,IM8,2,SD
2026-07-17,IM9,3,ON
2026-07-17,IM9,1,ON
2026-07-17,IM9,2,SD
2026-07-18,IM1,3,SD
2026-07-18,IM1,1,SD
2026-07-18,IM1,2,SD
2026-07-18,IM10,3,SD
2026-07-18,IM10,1,SD
2026-07-18,IM10,2,SD
2026-07-18,IM11,3,SD
2026-07-18,IM11,1,SD
2026-07-18,IM11,2,SD
2026-07-18,IM12,3,SD
2026-07-18,IM12,1,SD
2026-07-18,IM12,2,SD
2026-07-18,IM14,3,SD
2026-07-18,IM14,1,SD
2026-07-18,IM14,2,SD
2026-07-18,IM15,3,SD
2026-07-18,IM15,1,SD
2026-07-18,IM15,2,SD
2026-07-18,IM16,3,SD
2026-07-18,IM16,1,SD
2026-07-18,IM16,2,SD
2026-07-18,IM17,3,SD
2026-07-18,IM17,1,SD
2026-07-18,IM17,2,SD
2026-07-18,IM18,3,SD
2026-07-18,IM18,1,SD
2026-07-18,IM18,2,SD
